CampaignId,CampaignName,Date,Device,Cost,Impressions,Clicks,AllConversions,Conversions,CostPerAllConversion,Engagements,VideoQuartile100Rate,VideoQuartile75Rate,VideoQuartile50Rate,VideoQuartile25Rate,VideoViews
17978123450,AK_COL_MAX_PEF_CPC_EST_TV_TCL_Ago22_EXP_AGO,2023-02-12,Computers,16871.25,2484,3,12,3.34,1406.51,1368,0,0,0,0,1186
17978123450,AK_COL_MAX_PEF_CPC_EST_TV_TCL_Ago22_EXP_AGO,2023-02-07,Computers,30700.09,3626,16,20.54,12.67,1494.88,1875,0,0,0,0,1624
17978123450,AK_COL_MAX_PEF_CPC_EST_TV_TCL_Ago22_EXP_AGO,2023-02-16,Computers,46124.78,4634,11,25,16.4,1844.8,2756,0,0,0,0,2363
17978123450,AK_COL_MAX_PEF_CPC_EST_TV_TCL_Ago22_EXP_AGO,2023-02-04,Computers,20858.89,3337,6,8.59,3.65,2427.32,1947,0,0,0,0,1690
17978123450,AK_COL_MAX_PEF_CPC_EST_TV_TCL_Ago22_EXP_AGO,2023-02-11,Computers,28154.48,4021,9,14.08,5.97,2000.01,2322,0,0,0,0,2014
17978123450,AK_COL_MAX_PEF_CPC_EST_TV_TCL_Ago22_EXP_AGO,2023-02-01,Computers,2393.9,1102,15,0.27,0.27,8839.23,175,0,0,0,0,157
16819653000,AK_COL_SEM_PEF_CPC_EST_AU_JBL_Abr22_EXP_ABR,2023-02-20,Computers,72570,683,45,2.07,1.05,35107.04,0,0,0,0,0,0
16819653000,AK_COL_SEM_PEF_CPC_EST_AU_JBL_Abr22_EXP_ABR,2023-02-23,Computers,66428,549,54,3,2,22142.67,0,0,0,0,0,0
16819653000,AK_COL_SEM_PEF_CPC_EST_AU_JBL_Abr22_EXP_ABR,2023-02-19,Computers,39240,336,26,0,0,0,0,0,0,0,0,0
16819653000,AK_COL_SEM_PEF_CPC_EST_AU_JBL_Abr22_EXP_ABR,2023-02-21,Computers,44702,520,44,0,0,0,0,0,0,0,0,0
16819653000,AK_COL_SEM_PEF_CPC_EST_AU_JBL_Abr22_EXP_ABR,2023-02-18,Computers,59120,282,24,0.18,0.12,327407.65,0,0,0,0,0,0
16819653000,AK_COL_SEM_PEF_CPC_EST_AU_JBL_Abr22_EXP_ABR,2023-02-22,Computers,33609,668,35,0.17,0.11,199110.17,0,0,0,0,0,0
16819653000,AK_COL_SEM_PEF_CPC_EST_AU_JBL_Abr22_EXP_ABR,2023-02-17,Computers,32883,347,26,0,0,0,0,0,0,0,0,0
